specimen id;genus;Section name;latitude;longitude;height cm;width cm;growth mm
SC10a;Poriticae;SC;40,040278;18,445833;20;24;3,06
SC10a;Poriticae;SC;40,040278;18,445833;20;24;3,32
SC10a;Poriticae;SC;40,040278;18,445833;20;24;2,64
SC10a;Poriticae;SC;40,040278;18,445833;20;24;1,81
SC10a;Poriticae;SC;40,040278;18,445833;20;24;1,53
SC10a;Poriticae;SC;40,040278;18,445833;20;24;3,28
SC10a;Poriticae;SC;40,040278;18,445833;20;24;3,05
SC10a;Poriticae;SC;40,040278;18,445833;20;24;3,63
SC10a;Poriticae;SC;40,040278;18,445833;20;24;3,62
SC10a;Poriticae;SC;40,040278;18,445833;20;24;3,22
SC10a;Poriticae;SC;40,040278;18,445833;20;24;1,74
SC10a;Poriticae;SC;40,040278;18,445833;20;24;2,26
SC10a;Poriticae;SC;40,040278;18,445833;20;24;1,58
SC10a;Poriticae;SC;40,040278;18,445833;20;24;1,24
SC10a;Poriticae;SC;40,040278;18,445833;20;24;1,56
SC10a;Poriticae;SC;40,040278;18,445833;20;24;1,86
SC10a;Poriticae;SC;40,040278;18,445833;20;24;1,47
SC10a;Poriticae;SC;40,040278;18,445833;20;24;1,81
SC10a;Poriticae;SC;40,040278;18,445833;20;24;2,04
SC10b;Poriticae;SC;40,040278;18,445833;20;24;2,35
SC10b;Poriticae;SC;40,040278;18,445833;20;24;3,39
SC10b;Poriticae;SC;40,040278;18,445833;20;24;2,06
SC10b;Poriticae;SC;40,040278;18,445833;20;24;2,5
SC10b;Poriticae;SC;40,040278;18,445833;20;24;2,06
SC10b;Poriticae;SC;40,040278;18,445833;20;24;1,12
SC10b;Poriticae;SC;40,040278;18,445833;20;24;2,59
SC10b;Poriticae;SC;40,040278;18,445833;20;24;3,36
SC10b;Poriticae;SC;40,040278;18,445833;20;24;3,22
SC11;Poriticae;SC;40,997222;18,431944;30;40;7,92
SC11;Poriticae;SC;40,997222;18,431944;30;40;6,98
SC11;Poriticae;SC;40,997222;18,431944;30;40;7,61
SC11;Poriticae;SC;40,997222;18,431944;30;40;3,55
SC11;Poriticae;SC;40,997222;18,431944;30;40;5,78
SC11;Poriticae;SC;40,997222;18,431944;30;40;6,69
SC11;Poriticae;SC;40,997222;18,431944;30;40;5,4
SC11;Poriticae;SC;40,997222;18,431944;30;40;5,9
SC11;Poriticae;SC;40,997222;18,431944;30;40;6,69
SC11;Poriticae;SC;40,997222;18,431944;30;40;4,98
